,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
281,one hundred and types good paying jobs are sacrificed away deep shock,0.0,0.0,0.0,1.0,0.0
282,rojak country with rojak systems shame,0.0,0.0,0.0,0.0,0.0
283,the question what the purpose living singaporeans for you with you you will have accept daily deaths and thousands community infection for not solution the question when will reach you our family members,0.0,0.0,0.0,0.0,1.0
284,can what the deep shock,0.0,0.0,0.0,0.0,0.0
286,squid game next better talents please,0.0,0.0,0.0,0.0,0.0
287,see you comment lot your expert opinion what the best economical geopolitical healthcare solution the crisis,0.0,0.0,0.0,1.0,0.0
288,maybe you should move taiwan china,1.0,0.0,0.0,0.0,0.0
289,teniers lai why should all patriots are not losers and must stay volt for changes and for the benefits for all singaporeans singapore belongs everyone,1.0,0.0,0.0,0.0,1.0
290,beside talk and talk and talk what your suggestions,0.0,0.0,0.0,0.0,0.0
291,teniers lai have said multiples times before safe guard the life safety all singaporeans particularly the younger ones elderly and those who can not vaccinated top priority,0.0,1.0,0.0,0.0,1.0
292,teniers lai lawrence wong said jul two thousand and parliament must expect cases rise partly because there sti shall will going critic transmission our communities which can easily breakout into new cluster with increase activity level also open our border for people travel without shn shall will see more imported cases and infected person slipping through from time time but that stage you heard just now our main focus shall will longer daily cases numbers because the vast majority then would have been vaccinated and even they catch the virus they are much less likely become very shall will note capitalized words why must they keep importing from higher risk countries,0.0,1.0,1.0,1.0,0.0
293,teniers lai short sacrificing the life safeties the citizens benefit and protect the wealthy and their cronies companies with cheap imports from higher risks countries which backfired the current situations with mounting deaths everyday deep shock what two thousand and,0.0,1.0,0.0,1.0,0.0
294,quiet you afraid stay home and live fear for the rest your existence the rest united states that want live our lives will without your fear mongering get the shot take intelligent precautions live your life and shut please,1.0,0.0,1.0,0.0,0.0
295,may the undertaker receives your parents soon that you can wake your ideas work together build safer environment for everyone especially the elderly singaporeans,0.0,0.0,0.0,0.0,1.0
296,have said multiples times before safe guard the life safety all singaporeans particularly the younger ones elderly and those who can not vaccinated top priority,0.0,1.0,0.0,0.0,1.0
297,lawrence wong said jul two thousand and parliament must expect cases rise partly because there sti shall will going critic transmission our communities which can easily breakout into new cluster with increase activity level also open our border for people travel without shn shall will see more imported cases and infected person slipping through from time time but that stage you heard just now our main focus shall will longer daily cases numbers because the vast majority then would have been vaccinated and even they catch the virus they are much less likely become very shall will note capitalized words why must they keep importing from higher risk countries,0.0,1.0,1.0,1.0,0.0
298,short sacrificing the life safeties the citizens benefit and protect the wealthy and their cronies companies with cheap imports from higher risks countries which backfired the current situations with mounting deaths everyday deep shock what two thousand and,0.0,1.0,0.0,1.0,0.0
299,,0.0,0.0,0.0,0.0,0.0
300,well said,0.0,0.0,0.0,0.0,0.0
301,dun clown join the circus they are recruiting,0.0,0.0,0.0,0.0,0.0
302,richard wong you have already accepted the invitation you live continual fear and believe the government should make decisions for you,0.0,1.0,0.0,0.0,0.0
303,you truly care about the health singapore then you should vocal proponent end all cigarettes sales and fatty foods are you aware the annual deaths from heart disease once again all need assess our own risks some people smoke drink cross busy streets etc let united states all assess the risk going out and living with covid government need not involved advocate strict policy restricting our personal freedom because you are personally afraid wrong malaysia friend don impose your totalitarian ideas because you are afraid flu virus,1.0,0.0,1.0,1.0,0.0
305,haha you copy and paste your previous comment you invalid yourself free thinking rational person and incapable addressing malaysia comment you make singapore worse place with your emotional comments devoid substance please lock yourself inside and keep yourself safe you not belong public,1.0,0.0,0.0,0.0,1.0
306,incidentally singapore ramping vaccine manufacturing capacity channel news asia before election,1.0,0.0,0.0,0.0,0.0
307,besides banning the seven aficians countries countries that open the seven countries should banned too,0.0,0.0,0.0,0.0,0.0
308,yes please banning based historical travels very ineffective person that has never traveled the seven african countries but infected peer that has traveled the african countries loophole and opens big vulnerability singapore fix this lousy travel restriction that has been put place dear mts,1.0,0.0,0.0,0.0,1.0
309,exactly right traveller returning from egypt brought the virus back belgium mtf however more concerned abt opening many countries possible and restoring its global travel hub status have vaccination will travel money matters more than lives,0.0,0.0,1.0,0.0,0.0
310,haha lockdown lah hong kong very closed what happened,1.0,0.0,1.0,0.0,0.0
312,the notice still say residents including maybe extending all the fully vaccinated dorms workers show their sincerity since face face lessons for primary schools had resumed since october,0.0,1.0,0.0,0.0,0.0
313,let total infected children eleven three hundred and numbers,0.0,0.0,0.0,0.0,0.0
314,the safest safety avoidance for example face face mtp session while gates are opened for enterprise businesses,0.0,0.0,0.0,1.0,0.0
315,scientific merits and positive results away with quarantine simply illogical the context citizens life safeties single party unwise and dangerous,0.0,0.0,0.0,0.0,0.0
316,why the daily number infection undercounting the number actual infection happening why are relying inaccurate numbers,0.0,0.0,0.0,0.0,0.0
317,prof teo the nineteen nov two thousand and said but while there this focus the weekly infection growth rate will just highlight that this actually very crude matrix which has very little bearing the utilization hospital resources because this stage the daily number infection undercounting the number actual infection happening given that with such high vaccination rate have singapore many people who are infected will not tested with pcr test confirm and such these infected cases are not actually reflected the daily infection numbers and given that the weekly growth rate really calculated off the number infection not really useful reflection the situation the hospital the community and all takes for unfortunate outbreak happen setting frequented seniors and frail elderly will start see surge the number hospitalize cases again that may subsequently require icu care,0.0,1.0,0.0,1.0,0.0
318,basing the revelation think either the miw too complacent the expense citizens life safeties they are only focusing business and enrichment for handful people,0.0,0.0,0.0,0.0,1.0
319,have speculated few days ago,0.0,0.0,0.0,0.0,0.0
320,cases peak,0.0,0.0,0.0,0.0,0.0
321,next door house wanted talk they head but safe malaysia life few year thanks,1.0,1.0,0.0,0.0,0.0
322,wear two mask safe stay away people talk thankyou new,0.0,0.0,0.0,0.0,0.0
323,before wuhan virus reach our shore open red carpet for china before delta come they call then citizen also keep letting them come before omicorn enter open now say continue restriction haha,0.0,0.0,1.0,1.0,0.0
324,this message was brought you,0.0,0.0,0.0,0.0,0.0
325,restrictions will only lifted when cases heart inflammation and neurological disorders spiked,0.0,0.0,1.0,0.0,0.0
326,wen hui wong then why that cov death rate actually increased instead decreased after vax rollout,0.0,1.0,0.0,0.0,0.0
327,patrick goh you know math right there enough good luck,0.0,0.0,0.0,0.0,0.0
328,keep voting peoples action party this what you all get,0.0,0.0,0.0,0.0,0.0
329,have said multiples times before safe guard the life safety all singaporeans particularly the younger ones elderly and those who can not vaccinated top priority,0.0,1.0,0.0,0.0,1.0
330,cases spike omicron came through changi before the spike now the narrative cases are too high for existing measures let open further getting safer,0.0,0.0,1.0,1.0,0.0
331,all measures still wondering what the point pushing back fifty those who can wfh back office,0.0,1.0,0.0,0.0,0.0
332,wore mask everyday also kena covid after staying home five days later test negative but infected the next person malaysia family member this what singaporean going suffer this moment,1.0,0.0,0.0,1.0,1.0
333,for your sweet sounding comment you are rewarded with family packed anti viral anti microbial masks courtesy temasek,0.0,1.0,0.0,0.0,0.0
334,ching global covid university you even singaporean btw,0.0,0.0,0.0,1.0,1.0
336,waste much time money maintaining department anti scammer goons that tells you take care yourself simple effective solution passing law that scamming against singaporean death sentence for scammers any nationals scamming from any country and our most intelligent government with organise anti scammers unit that will travel scammer home country either arrest them just terminate them right there and notify the world through united nations our law,0.0,0.0,0.0,0.0,1.0
337,now the opposite you don when scammers hijacked the highest seat power,0.0,0.0,1.0,0.0,0.0
338,government should dictate what kind treatment who seek treatment these vaccine makers are all owned the same group shareholders,0.0,0.0,0.0,1.0,0.0
339,many malaysia fren all got covid even after they took booster some malaysia fren lung damaged wonder what booster has done them guarantee all,1.0,0.0,1.0,1.0,0.0
340,real life experience real science brought you from sglifeofunvaxxed thought share let everyone knows malaysia conditions are not anything worse they claimed because unjabbed have fear truth would prevail and the false narratives would eventually crumble,1.0,1.0,0.0,0.0,0.0
